gene	term	evidence
CRMP	GO:0045747	IMP
CSN1a	GO:0000338	ISS
CSN1b	GO:0050821	IMP
CSN1b	GO:0000338	ISS
CSN1b	GO:0036099	IMP
CSN1b	GO:0048142	IMP
CSN1b	GO:0048140	IMP
CSN1b	GO:0007281	IMP
CSN3	GO:0050821	IMP
CSN3	GO:0000338	ISS
CSN3	GO:0048142	IMP
CSN3	GO:0036099	IMP
CSN3	GO:0007281	IMP
CSN3	GO:0048140	IMP
CSN3	GO:0006511	IBA
CSN4	GO:0001751	IMP
CSN4	GO:0000338	IMP
CSN4	GO:0050821	IMP
CSN4	GO:0032435	IMP
CSN4	GO:0036099	IMP
CSN4	GO:0048140	IMP
CSN4	GO:0007281	IMP
CSN5	GO:0007275	IMP
CSN5	GO:0008347	IMP
CSN5	GO:0001751	IMP
CSN5	GO:0007409	IMP
CSN5	GO:0007314	IMP
CSN5	GO:0007310	IMP
CSN5	GO:1903364	IMP
CSN5	GO:0000338	IMP
CSN5	GO:0001751	TAS
CSN5	GO:0048477	TAS
CSN5	GO:0045787	IMP
CSN5	GO:0050821	IMP
CSN5	GO:0032435	IMP
CSN5	GO:0035204	IMP
CSN5	GO:0035207	IMP
CSN5	GO:0048142	IMP
CSN5	GO:0036099	IMP
CSN5	GO:0007281	IMP
CSN5	GO:0048140	IMP
CSN5	GO:0000338	IBA
CSN6	GO:0050821	IMP
CSN6	GO:0000338	ISS
CSN6	GO:0036099	IMP
CSN6	GO:0048140	IMP
CSN6	GO:0007281	IMP
CSN7	GO:0050821	IMP
CSN7	GO:0000338	ISS
CSN7	GO:0048142	IMP
CSN7	GO:0036099	IMP
CSN7	GO:0048140	IMP
CSN7	GO:0007281	IMP
CSN8	GO:0050821	IMP
CSN8	GO:0010387	IMP
CSN8	GO:0042461	IMP
CSN8	GO:0048477	IMP
CSN8	GO:0007476	IMP
CSN8	GO:0000338	IMP
CSN8	GO:0042742	IMP
CSN8	GO:0060625	IMP
CSN8	GO:0001745	IMP
CTCF	GO:0045892	IDA
CTCF	GO:0007379	IMP
CTCF	GO:0045892	IDA
CTCF	GO:0006349	IMP
CTCF	GO:0043007	IDA
CTCF	GO:0035075	IDA
CTPsyn	GO:0006241	ISS
CTPsyn	GO:0006241	ISS
CTPsyn	GO:0035167	IMP
CTPsyn	GO:0006241	IMP
CTPsyn	GO:0006241	IBA
CTPsyn	GO:0019856	IBA
CYLD	GO:0006979	IMP
CYLD	GO:0008340	IMP
CYLD	GO:0016579	IMP
CYLD	GO:0031098	IMP
CYLD	GO:0042742	IMP
CYLD	GO:0055090	IMP
CYLD	GO:0016579	IDA
CYLD	GO:0045088	IMP
CYLD	GO:0070536	IDA
CYLD	GO:1990108	IDA
CYLD	GO:0070536	IBA
Ca-alpha1D	GO:0006816	NAS
Ca-alpha1D	GO:0006936	TAS
Ca-alpha1D	GO:0042045	IDA
Ca-alpha1D	GO:0042045	IEP
Ca-alpha1D	GO:0019722	IMP
Ca-alpha1D	GO:0016322	IMP
Ca-alpha1D	GO:0070588	IMP
Ca-alpha1D	GO:0006816	IBA
Ca-alpha1D	GO:0070509	IBA
Ca-alpha1T	GO:0070588	IMP
Ca-alpha1T	GO:0090676	IDA
Ca-alpha1T	GO:0086010	IBA
Ca-alpha1T	GO:0019228	IBA
Ca-alpha1T	GO:0070509	IBA
Ca-beta	GO:0016322	IMP
Ca-beta	GO:0019722	IMP
Ca-beta	GO:0070588	IMP
Ca-beta	GO:1901385	IBA
Ca-beta	GO:0007528	IBA
Ca-beta	GO:0007268	IBA
CaBP1	GO:0045454	IEA
CaBP1	GO:2000427	IDA
CaBP1	GO:2000427	IMP
CaMKI	GO:0006468	ISS
CaMKI	GO:0006468	NAS
CaMKI	GO:0006468	IEA
CaMKII	GO:0007611	IMP
CaMKII	GO:0007268	IMP
CaMKII	GO:0006468	TAS
CaMKII	GO:0006468	NAS
CaMKII	GO:0007528	NAS
CaMKII	GO:0007611	NAS
CaMKII	GO:0007619	TAS
CaMKII	GO:0008049	IMP
CaMKII	GO:0051489	IMP
CaMKII	GO:0007616	IMP
CaMKII	GO:0008049	IMP
CaMKII	GO:0060278	IGI
CaMKII	GO:0007616	IMP
CaMKII	GO:0007616	IMP
CaMKII	GO:0008582	IMP
CaMKII	GO:1990443	IDA
CaMKII	GO:0010888	IMP
CaMKII	GO:0050710	IMP
CaMKII	GO:0009267	IMP
CabP23	GO:0008150	ND
Cad74A	GO:0016339	ISS
Cad74A	GO:0007156	IDA
Cad74A	GO:0016339	IDA
Cad74A	GO:0044331	IDA
Cad74A	GO:0046843	IDA
Cad86C	GO:0016339	ISS
Cad86C	GO:0044331	ISM
Cad86C	GO:0007156	IEA
Cad86C	GO:0008360	IMP
Cad87A	GO:0016339	ISS
Cad87A	GO:0044331	ISM
Cad87A	GO:0007156	IEA
Cad87A	GO:0007155	IBA
Cad88C	GO:0016339	ISS
Cad88C	GO:0044331	ISM
Cad88C	GO:0007156	IEA
Cad88C	GO:0007424	IGI
Cad88C	GO:0007155	IBA
Cad89D	GO:0016339	ISS
Cad89D	GO:0044331	ISM
Cad89D	GO:0007156	IEA
Cad96Ca	GO:0006468	ISS
Cad96Ca	GO:0016339	ISS
Cad96Ca	GO:0006468	NAS
Cad96Ca	GO:0007156	IEA
Cad96Ca	GO:0090303	IMP
Cad96Ca	GO:0042060	IEP
Cad96Ca	GO:0007030	IMP
Cad96Ca	GO:0045792	IMP
Cad96Ca	GO:0043066	IBA
Cad96Ca	GO:0070374	IBA
Cad96Ca	GO:0009968	IBA
Cad96Ca	GO:0030154	IBA
Cad96Ca	GO:0008284	IBA
Cad96Cb	GO:0016339	ISS
Cad96Cb	GO:0044331	ISM
Cad96Cb	GO:0007156	IEA
Cad96Cb	GO:0007424	IGI
Cad96Cb	GO:0007155	IBA
Cad99C	GO:0016339	ISS
Cad99C	GO:0016339	NAS
Cad99C	GO:0044331	ISM
Cad99C	GO:0007156	IEA
Cad99C	GO:0007224	IMP
Cad99C	GO:0048100	IMP
Cad99C	GO:0032529	IMP
Cad99C	GO:0007304	IMP
Cad99C	GO:0032533	IMP
Cad99C	GO:0007305	IMP
Cad99C	GO:0032529	IMP
Cad99C	GO:0035239	IMP
Cad99C	GO:0045176	IMP
Cad99C	GO:2000370	IMP
Cad99C	GO:0002385	IMP
Cad99C	GO:0002385	IGI
Cad99C	GO:0019722	IGI
CadN	GO:0016339	ISS
CadN	GO:0016339	IPI
CadN	GO:0007156	IDA
CadN	GO:0016339	ISS
CadN	GO:0016339	IPI
CadN	GO:0007413	TAS
CadN	GO:0007156	ISS
CadN	GO:0016339	ISS
CadN	GO:0007412	IMP
CadN	GO:0007411	NAS
CadN	GO:0050774	IMP
CadN	GO:0048846	IMP
CadN	GO:0016318	IMP
CadN	GO:0044331	IDA
CadN	GO:0045463	IMP
CadN	GO:0045467	IMP
CadN	GO:0007156	IDA
CadN	GO:0031290	IMP
CadN	GO:0045463	IMP
CadN	GO:0045467	IMP
CadN	GO:0045467	IMP
CadN	GO:0007411	IMP
CadN	GO:0048675	IMP
CadN	GO:0048841	IMP
CadN	GO:0007411	IMP
CadN	GO:0007411	IGI
CadN	GO:0048814	IMP
CadN	GO:0007411	IMP
CadN	GO:0045467	IMP
CadN2	GO:0007156	ISS
CadN2	GO:0016339	ISS
CadN2	GO:0044331	ISM
CadN2	GO:0048846	IMP
CadN2	GO:0016318	IMP
CadN2	GO:0045467	IMP
CadN2	GO:0045463	IMP
CadN2	GO:0007156	IBA
CadN2	GO:0098609	IBA
CadN2	GO:0007043	IBA
CadN2	GO:0044331	IBA
CadN2	GO:0016339	IBA
CadN2	GO:0034332	IBA
Cadps	GO:0007269	NAS
Cadps	GO:0016192	NAS
Cadps	GO:0016079	ISS
Cadps	GO:0035249	IMP
Cadps	GO:0016079	IMP
Cadps	GO:1990504	IEA
Cadps	GO:0045956	ISS
Caf1-105	GO:0006334	IDA
Caf1-105	GO:0045747	IPI
Caf1-105	GO:0045747	IMP
Caf1-180	GO:0006334	IDA
Caf1-180	GO:0010332	IMP
Caf1-180	GO:0000724	IMP
Caf1-180	GO:0007444	IMP
Caf1-180	GO:0035264	IMP
Caf1-180	GO:0034728	IMP
Caf1-180	GO:0042023	IMP
Caf1-180	GO:0006334	IBA
Caf1-55	GO:0016584	IDA
Caf1-55	GO:0031497	IDA
Caf1-55	GO:0006281	TAS
Caf1-55	GO:0006334	IDA
Caf1-55	GO:0016573	IDA
Caf1-55	GO:0016573	ISS
Caf1-55	GO:0042766	IDA
Caf1-55	GO:0006334	IDA
Caf1-55	GO:0006342	IPI
Caf1-55	GO:0006342	IPI
Caf1-55	GO:0006351	IDA
Caf1-55	GO:0007346	IMP
Caf1-55	GO:0016571	IDA
Caf1-55	GO:0016571	IDA
Caf1-55	GO:0007307	IC
Caf1-55	GO:0000281	IMP
Caf1-55	GO:0000122	IMP
Caf1-55	GO:0031497	ISS
Caf1-55	GO:0031497	ISS
Caf1-55	GO:0007379	IMP
Caf1-55	GO:0061085	IMP
Caf1-55	GO:0008284	IMP
CalpA	GO:0006508	IDA
CalpA	GO:0016540	IDA
CalpA	GO:0009953	IDA
CalpA	GO:0042335	IDA
CalpA	GO:0008340	IMP
CalpA	GO:0016322	IMP
CalpA	GO:0016322	IGI
CalpA	GO:0050832	IMP
CalpA	GO:0008345	IMP
CalpA	GO:0007520	IMP
CalpA	GO:0006508	IBA
CalpB	GO:0016540	IDA
CalpB	GO:0006508	IDA
CalpB	GO:0006508	IDA
CalpB	GO:0016540	TAS
CalpB	GO:0007298	IMP
CalpB	GO:0016322	IGI
CalpB	GO:0016322	IMP
CalpB	GO:0006508	IBA
CalpC	GO:0006508	IKR
CalpC	GO:0006508	NAS
CalpC	GO:0006508	IBA
CalpI	GO:0006508	IDA
CalpII	GO:0006508	IDA
Calr	GO:0042048	IMP
Calr	GO:0006457	IEA
Calr	GO:0030431	IMP
Cals	GO:0016339	ISS
Cals	GO:0044331	ISM
Cals	GO:0007156	IEA
Cals	GO:0051965	IBA
Cals	GO:0050806	IBA
Calx	GO:0006816	IEA
Calx	GO:0055085	IEA
Calx	GO:0007602	IMP
Calx	GO:0034976	IMP
Calx	GO:0050884	IMP
Cam	GO:0016056	IMP
Cam	GO:0016060	IGI
Cam	GO:0016061	IMP
Cam	GO:0006468	IMP
Cam	GO:0016062	TAS
Cam	GO:0016059	TAS
Cam	GO:0030048	IDA
Cam	GO:0051383	IMP
Cam	GO:0007099	IMP
Cam	GO:0046716	IGI
Cam	GO:0042052	IMP
Cam	GO:0072499	IMP
Cam	GO:0007605	IMP
Cam	GO:0007608	IDA
Cam	GO:2001259	IDA
Cam	GO:0007099	IMP
Cam	GO:0035071	IMP
Cam	GO:0007608	IMP
Cam	GO:0071361	IMP
Cam	GO:0051300	IBA
Cam	GO:0019722	IBA
Camp	GO:0042742	IMP
Camta	GO:0045893	ISS
Camta	GO:0016059	IMP
Camta	GO:0045944	IDA
Camta	GO:0009416	IMP
Camta	GO:0045944	IBA
CanA-14F	GO:0006470	NAS
CanA-14F	GO:0030431	IDA
CanA-14F	GO:0030431	IDA
CanA-14F	GO:0097720	IBA
CanA1	GO:0006470	ISS
CanA1	GO:0006470	ISS
CanA1	GO:0007269	NAS
CanA1	GO:0016192	NAS
CanA1	GO:0006470	NAS
CanA1	GO:0042059	IGI
CanA1	GO:0045088	IDA
CanA1	GO:0071731	IDA
CanA1	GO:0030431	IDA
CanA1	GO:0030431	IDA
CanA1	GO:0072375	IDA
CanA1	GO:0097720	IBA
CanB	GO:0006470	ISS
CanB	GO:0016192	NAS
CanB	GO:0007269	NAS
CanB	GO:0030431	IDA
CanB2	GO:0006470	ISS
CanB2	GO:0016192	NAS
CanB2	GO:0007269	NAS
CanB2	GO:0030241	IMP
CanB2	GO:0045214	IMP
CanB2	GO:0051321	IMP
CanB2	GO:0030431	IDA
CanB2	GO:0030431	IDA
Cand1	GO:2000435	IMP
Cand1	GO:0031647	IMP
Cand1	GO:0010265	IBA
Cand1	GO:0016567	IBA
Cap-D2	GO:0000070	IMP
Cap-D2	GO:0007076	IMP
Cap-D2	GO:0030261	IMP
Cap-D2	GO:0007419	HMP
Cap-D2	GO:0051304	IBA
Cap-D2	GO:0010032	IBA
Cap-D2	GO:0007076	IBA
Cap-D3	GO:0007060	IMP
Cap-D3	GO:0051276	IMP
Cap-D3	GO:0051304	IGI
Cap-D3	GO:0045950	IMP
Cap-D3	GO:1903775	IMP
Cap-D3	GO:0010032	IBA
Cap-D3	GO:0007076	IBA
Cap-D3	GO:0051304	IBA
Cap-G	GO:0000281	IMP
Cap-G	GO:0000070	IMP
Cap-G	GO:0007076	IMP
Cap-G	GO:0000070	IMP
Cap-G	GO:0000819	IMP
Cap-G	GO:0070194	IMP
Cap-G	GO:0030261	IMP
Cap-G	GO:0007076	IBA
Cap-H2	GO:0007060	IMP
Cap-H2	GO:0051276	IMP
Cap-H2	GO:0051304	IMP
Cap-H2	GO:0051304	IGI
Cap-H2	GO:0006325	IGI
Cap-H2	GO:0051304	IGI
Cap-H2	GO:0006325	IMP
Cap-H2	GO:0010032	IBA
Cap-H2	GO:0051276	IBA
Cap-H2	GO:0051306	IBA
Capa	GO:0007218	ISS
Capa	GO:0007204	IDA
Capa	GO:0007218	IMP
Capa	GO:0038060	IDA
Capa	GO:0042045	IDA
Capa	GO:0007218	IDA
Capa	GO:0007218	IDA
Capa	GO:0006812	TAS
Capa	GO:0007218	IDA
Capa	GO:0007218	IEP
CapaR	GO:0007186	ISM
CapaR	GO:0007589	TAS
CapaR	GO:0007218	IDA
CapaR	GO:0007218	IDA
CapaR	GO:0071465	IMP
CapaR	GO:0051928	IMP
Caper	GO:0000381	HMP
Caper	GO:0000398	IC
Caper	GO:0000381	IMP
Caper	GO:0000381	IMP
Capr	GO:0007349	IMP
Capr	GO:0009794	IGI
Capr	GO:0045571	IGI
Capr	GO:0045571	IGI
Capr	GO:0045571	IGI
CarT	GO:1905130	IDA
CarT	GO:0007601	IMP
CarT	GO:0001504	IDA
CarT	GO:0046956	IMP
CarT	GO:0050908	IMP
CarT	GO:0007601	IMP
CarT	GO:1905130	IDA
Cat	GO:0042542	IMP
Cat	GO:0008340	TAS
Cat	GO:0008340	TAS
Cat	GO:0008340	TAS
Cat	GO:0042542	TAS
Cat	GO:0007568	TAS
Cat	GO:0055114	IEA
Cat	GO:0035206	IMP
Cat	GO:0038001	IMP
Cat	GO:0003007	IMP
Cat	GO:0072593	IMP
Cat	GO:0036335	IMP
Cat	GO:0034976	IMP
Cat	GO:0045471	IMP
Cat	GO:0042542	IBA
Cat	GO:0042744	IBA
Catsup	GO:0007300	HMP
Catsup	GO:0042069	IMP
Catsup	GO:1903688	IMP
Catsup	GO:2000274	IMP
Catsup	GO:0010312	IMP
Catsup	GO:0006882	IBA
Catsup	GO:0071577	IBA
Cbl	GO:0042059	IGI
Cbl	GO:0070373	IGI
Cbl	GO:0042059	IMP
Cbl	GO:0009950	IMP
Cbl	GO:0008069	IMP
Cbl	GO:1903688	IMP
Cbl	GO:0048260	IMP
Cbl	GO:0007476	IMP
Cbl	GO:0048260	IGI
Cbl	GO:0042059	IMP
Cbl	GO:0006511	ISS
Cbl	GO:0042127	IGI
Cbl	GO:0048134	IGI
Cbl	GO:0042059	IMP
Cbl	GO:0043065	IDA
Cbl	GO:0007465	IDA
Cbl	GO:0001754	IDA
Cbl	GO:0042059	IGI
Cbl	GO:0048260	IMP
Cbl	GO:0009953	IMP
Cbl	GO:0032353	IMP
Cbl	GO:0006109	IMP
Cbl	GO:0042059	IMP
Cbl	GO:0006513	IMP
Cbl	GO:0045746	IDA
Cbl	GO:0007175	IBA
Cbl	GO:0007165	IBA
Cbp20	GO:0000398	ISS
Cbp20	GO:0045292	IEA
Cbp20	GO:0000398	IC
Cbp20	GO:0045071	IMP
Cbp20	GO:0031053	IMP
Cbp20	GO:0030422	IMP
Cbp20	GO:0016246	IMP
Cbp20	GO:0035195	IMP
Cbp20	GO:0000398	IBA
Cbp53E	GO:1903035	IMP
Cbp53E	GO:1900271	IBA
Cbp53E	GO:0051480	IBA
Cbp53E	GO:0099509	IBA
Cbp80	GO:0000398	ISS
Cbp80	GO:0045292	IEA
Cbp80	GO:0000398	IC
Cbp80	GO:0031053	IMP
Cbp80	GO:0030422	IMP
Cbp80	GO:0016246	IMP
Cbp80	GO:0035195	IMP
Cbp80	GO:0045071	IMP
Cbp80	GO:0000184	IBA
Cbp80	GO:0000398	IBA
Cbp80	GO:0006406	IBA
Cbp80	GO:0031053	IBA
Cbs	GO:0019343	IEA
Cbs	GO:0050667	ISS
Cbs	GO:0008340	IMP
Cbs	GO:0034976	IMP
Cbs	GO:0050667	IBA
Cbs	GO:0019346	IBA
Cbs	GO:0006535	IBA
Cbs	GO:0070814	IBA
Cby	GO:0035082	IMP
Cby	GO:1905515	IMP
Cby	GO:0007286	IMP
Cby	GO:0060828	IMP
Cby	GO:1905349	IGI
Cby	GO:1904491	IGI
Cby	GO:0097711	IGI
Cby	GO:1905515	IGI
Cby	GO:0007288	IGI
Cby	GO:1905349	IBA
Cby	GO:0030178	IBA
Cby	GO:0060271	IBA
Cc2d2a	GO:0060271	ISM
Ccdc56	GO:0008535	IMP
Cchl	GO:0018063	ISS
Cchl	GO:0018063	IBA
Ccm3	GO:0060439	IMP
Ccn	GO:0007155	IBA
Ccn	GO:0060548	IBA
Ccp84Aa	GO:0040003	ISM
Ccp84Ab	GO:0040003	ISM
Ccp84Ac	GO:0040003	ISM
Ccp84Ad	GO:0040003	ISM
Ccp84Ad	GO:0032504	HEP
Ccp84Ae	GO:0040003	ISM
Ccp84Af	GO:0040003	ISM
Ccp84Ag	GO:0040003	ISM
Ccs	GO:0030001	IEA
Ccs	GO:0055114	IEA
Ccs	GO:0050821	IDA
Ccs	GO:0008340	IMP
Ccs	GO:0006979	IMP
Ccs	GO:0019430	IBA
Ccz1	GO:0006914	ISS
Ccz1	GO:0043547	ISS
Ccz1	GO:0032510	IDA
Ccz1	GO:0016192	IBA
CdGAPr	GO:0031290	IMP
CdGAPr	GO:0031290	IMP
CdGAPr	GO:0007264	IBA
Cda4	GO:0006030	IEA
Cda4	GO:0005975	IEA
Cda5	GO:0006030	IEA
Cda5	GO:0005975	IEA
Cda9	GO:0005975	IEA
Cdc16	GO:0030071	IMP
Cdc16	GO:0045842	IMP
Cdc16	GO:0000278	HMP
Cdc16	GO:0001751	IGI
Cdc16	GO:0001751	IMP
Cdc16	GO:0090090	IMP
Cdc16	GO:0030163	IMP
Cdc23	GO:0045842	IMP
Cdc23	GO:0007113	IMP
Cdc27	GO:0031145	IMP
Cdc27	GO:0000278	HMP
Cdc27	GO:0000398	IC
Cdc2rk	GO:0006468	ISS
Cdc2rk	GO:0006468	NAS
Cdc2rk	GO:0000398	IC
Cdc2rk	GO:0006468	IMP
Cdc2rk	GO:0006468	IBA
Cdc37	GO:0035556	NAS
Cdc37	GO:0070374	HGI
Cdc37	GO:0050821	IBA
Cdc37	GO:0006457	IBA
Cdc42	GO:0035318	IMP
Cdc42	GO:0030041	IMP
Cdc42	GO:0007391	IMP
Cdc42	GO:0007391	TAS
Cdc42	GO:0007254	TAS
Cdc42	GO:0048813	IMP
Cdc42	GO:0007409	TAS
Cdc42	GO:0030707	TAS
Cdc42	GO:0031175	IMP
Cdc42	GO:0046843	IMP
Cdc42	GO:0030036	TAS
Cdc42	GO:0007411	IMP
Cdc42	GO:0046664	IMP
Cdc42	GO:0007391	TAS
Cdc42	GO:0048477	TAS
Cdc42	GO:0007179	TAS
Cdc42	GO:0007349	TAS
Cdc42	GO:0042060	IMP
Cdc42	GO:0007411	IMP
Cdc42	GO:0045860	IMP
Cdc42	GO:0045185	IMP
Cdc42	GO:0048813	IMP
Cdc42	GO:0030866	IMP
Cdc42	GO:0008360	IMP
Cdc42	GO:0030031	IMP
Cdc42	GO:0046330	IGI
Cdc42	GO:0048010	IGI
Cdc42	GO:0050770	IGI
Cdc42	GO:0030011	IMP
Cdc42	GO:0035099	IMP
Cdc42	GO:0048813	IMP
Cdc42	GO:0045200	IMP
Cdc42	GO:0008045	IMP
Cdc42	GO:0008582	IMP
Cdc42	GO:0030833	IDA
Cdc42	GO:0048813	IMP
Cdc42	GO:0008582	IDA
Cdc42	GO:0007274	IGI
Cdc42	GO:0007274	IGI
Cdc42	GO:0007286	IMP
Cdc42	GO:0030833	IMP
Cdc42	GO:0051491	IMP
Cdc42	GO:0010592	IMP
Cdc42	GO:0060446	IMP
Cdc42	GO:0035011	IMP
Cdc42	GO:0007266	IGI
Cdc42	GO:0006909	IMP
Cdc42	GO:0035010	IMP
Cdc42	GO:0050975	IMP
Cdc42	GO:0097206	IMP
Cdc42	GO:0042060	IMP
Cdc42	GO:0090303	IMP
Cdc42	GO:0031532	IMP
Cdc42	GO:0051601	IMP
Cdc42	GO:0016192	IMP
Cdc42	GO:0072659	IMP
Cdc42	GO:0048812	IMP
Cdc42	GO:0048675	IGI
Cdc42	GO:0016318	IGI
Cdc42	GO:0009611	IMP
Cdc42	GO:0008360	IBA
Cdc42	GO:0030036	IBA
Cdc42	GO:0006897	IBA
Cdc42	GO:0007163	IBA
Cdc42	GO:0030031	IBA
Cdc42	GO:0007015	IBA
Cdc42	GO:0032488	IBA
Cdc42	GO:0007266	IBA
Cdc5	GO:0000398	ISS
Cdc5	GO:0000398	ISS
Cdc5	GO:0000398	IC
Cdc6	GO:0051301	IEA
Cdc6	GO:0006270	IEA
Cdc6	GO:0000278	IBA
Cdc6	GO:0033314	IBA
Cdc7	GO:0007113	IMP
Cdc7	GO:0016572	IDA
Cdc7	GO:0045740	IMP
Cdc7	GO:0007307	IMP
Cdc7	GO:0001700	IMP
Cdc7	GO:0018107	IBA
Cdc7	GO:0018105	IBA
Cdc7	GO:0006270	IBA
Cdc7	GO:0000727	IBA
Cdep	GO:0035023	IEA
Cdep	GO:0016601	ISS
Cdk1	GO:0000082	IGI
Cdk1	GO:0000086	IGI
Cdk1	GO:0000086	IMP
Cdk1	GO:0006468	IDA
Cdk1	GO:0055059	IMP
Cdk1	GO:0032880	IMP
Cdk1	GO:0007284	IMP
Cdk1	GO:0048142	IMP
Cdk1	GO:0007140	IMP
Cdk1	GO:0044818	IMP
Cdk1	GO:0007095	IMP
Cdk1	GO:0030707	IMP
Cdk1	GO:0006468	IDA
Cdk1	GO:1901987	IMP
Cdk1	GO:0030174	IMP
Cdk1	GO:0001700	IMP
Cdk1	GO:0006468	IBA
Cdk1	GO:0044772	IBA
Cdk12	GO:0006468	ISS
Cdk12	GO:0070816	IDA
Cdk12	GO:0045944	IMP
Cdk12	GO:0006468	IBA
Cdk12	GO:0045944	IBA
Cdk12	GO:0070816	IBA
Cdk12	GO:0070816	IBA
Cdk12	GO:0006368	IBA
Cdk12	GO:0032968	IBA
Cdk2	GO:0000082	ISS
Cdk2	GO:0000086	ISS
Cdk2	GO:0006468	ISS
Cdk2	GO:0046427	IPI
Cdk2	GO:0010389	IBA
Cdk2	GO:0000082	IBA
Cdk2	GO:0008284	IBA
Cdk2	GO:0006468	IBA
Cdk4	GO:0006468	ISS
Cdk4	GO:0008283	IGI
Cdk4	GO:0030307	IMP
Cdk4	GO:0006468	NAS
Cdk4	GO:0007424	IMP
Cdk4	GO:0046427	IPI
Cdk4	GO:0007350	IMP
Cdk4	GO:0046427	IGI
Cdk4	GO:0046427	IMP
Cdk4	GO:0046427	IGI
Cdk4	GO:0030307	IMP
Cdk4	GO:0007005	IMP
Cdk4	GO:1904263	IMP
Cdk4	GO:1904263	IGI
Cdk4	GO:1904263	IGI
Cdk4	GO:0006468	IBA
Cdk5	GO:0006468	ISS
Cdk5	GO:0007409	IGI
Cdk5	GO:0007409	IMP
Cdk5	GO:0006468	IDA
Cdk5	GO:0006468	NAS
Cdk5	GO:0008340	IMP
Cdk5	GO:0008045	IMP
Cdk5	GO:0008344	IMP
Cdk5	GO:0007629	IMP
Cdk5	GO:0008582	IMP
Cdk5	GO:0035011	IMP
Cdk5	GO:0070059	IGI
Cdk5	GO:0051642	IMP
Cdk5	GO:0048489	IBA
Cdk5	GO:0007409	IBA
Cdk5	GO:0006468	IBA
Cdk5	GO:0051402	IBA
Cdk5alpha	GO:0007409	IGI
Cdk5alpha	GO:0007409	IMP
Cdk5alpha	GO:0008344	IMP
Cdk5alpha	GO:0008045	IMP
Cdk5alpha	GO:0008340	IMP
Cdk5alpha	GO:0035011	IMP
Cdk5alpha	GO:0070059	IGI
Cdk7	GO:0000278	IMP
Cdk7	GO:0000079	IDA
Cdk7	GO:0006468	IDA
Cdk7	GO:0001111	IDA
Cdk7	GO:0006366	IDA
Cdk7	GO:0012501	IMP
Cdk7	GO:0006468	IBA
Cdk7	GO:0045944	IBA
Cdk8	GO:0006468	IDA
Cdk8	GO:0000082	IMP
Cdk8	GO:0006468	NAS
Cdk8	GO:0022416	IMP
Cdk8	GO:0045498	IMP
Cdk8	GO:0036011	IMP
Cdk8	GO:0007411	IMP
Cdk8	GO:0034472	IDA
Cdk8	GO:0006468	IMP
Cdk8	GO:0006468	IBA
Cdk9	GO:0006368	IDA
Cdk9	GO:0009408	IDA
Cdk9	GO:0006351	IDA
Cdk9	GO:0006468	NAS
Cdk9	GO:0006468	ISS
Cdk9	GO:0002230	IMP
Cdk9	GO:0045944	IMP
Cdk9	GO:0070816	IBA
Cdk9	GO:0006468	IBA
Cdk9	GO:0045944	IBA
Cdk9	GO:0032968	IBA
Cdk9	GO:0070816	IBA
Cdk9	GO:0006368	IBA
Cdlc2	GO:0007018	ISS
Cdlc2	GO:0007017	IEA
Cdlc2	GO:2000582	IBA
Cds	GO:0007602	IGI
Cds	GO:0007602	IMP
Cds	GO:0016056	IMP
Cds	GO:0007602	NAS
Cds	GO:0016024	NAS
Cds	GO:0007602	NAS
Cds	GO:0043052	IDA
Cds	GO:0010883	IMP
Cds	GO:0007430	HMP
Cds	GO:0010868	IMP
Cds	GO:0010513	IMP
Cds	GO:0008610	IMP
Cds	GO:0007291	IMP
CecA1	GO:0019731	IEP
CecA1	GO:0019731	IDA
CecA1	GO:0050830	IDA
CecA1	GO:0050829	IDA
CecA1	GO:0019731	IEP
CecA1	GO:0050829	IEP
CecA1	GO:0019835	TAS
CecA1	GO:0009617	IEP
CecA1	GO:0006959	IEP
CecA1	GO:0019731	IBA
CecA1	GO:0050829	IBA
CecA1	GO:0050830	IBA
CecA2	GO:0019731	IEP
CecA2	GO:0050829	IDA
CecA2	GO:0050830	IDA
CecA2	GO:0019835	TAS
CecA2	GO:0006959	IEP
CecB	GO:0019731	IEP
CecB	GO:0019731	IDA
CecB	GO:0050829	IDA
CecB	GO:0050830	IDA
CecB	GO:0042742	TAS
CecB	GO:0006959	IEP
CecB	GO:0050830	IEP
CecB	GO:0050829	IBA
CecB	GO:0019731	IBA
CecB	GO:0050830	IBA
CecC	GO:0050830	IDA
CecC	GO:0050829	IDA
CecC	GO:0019731	IDA
CecC	GO:0042742	TAS
CecC	GO:0006959	IEP
CecC	GO:0050830	IEP
CecC	GO:0050830	IBA
CecC	GO:0019731	IBA
CecC	GO:0050829	IBA
Ced-12	GO:0007015	IMP
Ced-12	GO:0016477	IGI
Ced-12	GO:0046330	IDA
Ced-12	GO:0046529	IMP
Ced-12	GO:0048010	IMP
Ced-12	GO:0007298	IMP
Ced-12	GO:0090630	IGI
Ced-12	GO:0007520	IMP
Ced-12	GO:0090630	IGI
Ced-12	GO:0007298	IMP
Ced-12	GO:0007417	IMP
Ced-12	GO:0016203	IGI
Ced-12	GO:0016203	IGI
Ced-12	GO:0016203	IMP
Ced-12	GO:0007520	IMP
Cen	GO:0040016	IMP
CenB1A	GO:0043087	ISM
CenB1A	GO:0000902	IMP
